RootFolder,File,RelativePath,DateTime,Counter0,Animal,Note0,
6. Fotos Camaras Trampa,01080036.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:14:38,0,Caballo,5:15|24,
6. Fotos Camaras Trampa,01080037.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:23:40,0,Caballo,5:16|24,
6. Fotos Camaras Trampa,01080038.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:23:40,0,Caballo,5:17|24,
6. Fotos Camaras Trampa,01080039.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:23:41,0,Caballo,5:18|24,
6. Fotos Camaras Trampa,01080040.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:50:50,0,Caballo,5:19|24,
6. Fotos Camaras Trampa,01080043.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:51:18,0,Caballo,5:22|24,
6. Fotos Camaras Trampa,01080044.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:51:18,0,Caballo,5:23|24,
6. Fotos Camaras Trampa,01080045.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-08 03:51:19,0,Caballo,5:24|24,
6. Fotos Camaras Trampa,01150055.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-15 15:30:08,0,Zorro,8:1|3,
6. Fotos Camaras Trampa,01150056.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-15 15:30:09,0,Zorro,8:2|3,
6. Fotos Camaras Trampa,01150057.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-15 15:30:10,0,Zorro,8:3|3,
6. Fotos Camaras Trampa,01220058.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-01-22 18:48:23,0,Chucao,9:1|3,
6. Fotos Camaras Trampa,02230094.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 14:40:21,0,Zorro,16:1|3,
6. Fotos Camaras Trampa,02230095.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 14:40:22,0,Zorro,16:2|3,
6. Fotos Camaras Trampa,02230096.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 14:40:23,0,Zorro,16:3|3,
6. Fotos Camaras Trampa,02230097.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 16:40:23,0,Zorro,17:1|3,
6. Fotos Camaras Trampa,02230098.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-23 16:40:24,0,Zorro,17:2|3,
6. Fotos Camaras Trampa,02280103.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-28 17:36:45,0,Zorro,19:1|3,
6. Fotos Camaras Trampa,02280104.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-02-28 17:36:46,0,Zorro,19:2|3,
6. Fotos Camaras Trampa,03010106.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 12:39:08,0,Zorro,20:1|3,
6. Fotos Camaras Trampa,03010107.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 12:39:09,0,Zorro,20:2|3,
6. Fotos Camaras Trampa,03010108.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 12:39:10,0,Zorro,20:3|3,
6. Fotos Camaras Trampa,03010109.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 13:31:39,0,Zorro,21:1|3,
6. Fotos Camaras Trampa,03010110.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 13:31:40,0,Zorro,21:2|3,
6. Fotos Camaras Trampa,03010111.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 13:31:41,0,Zorro,21:3|3,
6. Fotos Camaras Trampa,03010112.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:41,0,Jabalí,22:1|6,
6. Fotos Camaras Trampa,03010113.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:42,0,Jabalí,22:2|6,
6. Fotos Camaras Trampa,03010114.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:43,0,Jabalí,22:3|6,
6. Fotos Camaras Trampa,03010115.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:58,0,Jabalí,22:4|6,
6. Fotos Camaras Trampa,03010116.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:09:59,0,Jabalí,22:5|6,
6. Fotos Camaras Trampa,03010117.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-01 20:10:00,0,Jabalí,22:6|6,
6. Fotos Camaras Trampa,03020118.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:08,0,Jabalí,23:1|21,
6. Fotos Camaras Trampa,03020120.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:10,0,Jabalí,23:3|21,
6. Fotos Camaras Trampa,03020121.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:21,0,Jabalí,23:4|21,
6. Fotos Camaras Trampa,03020122.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:22,0,Jabalí,23:5|21,
6. Fotos Camaras Trampa,03020123.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:23,0,Jabalí,23:6|21,
6. Fotos Camaras Trampa,03020124.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:33,0,Jabalí,23:7|21,
6. Fotos Camaras Trampa,03020125.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:34,0,Jabalí,23:8|21,
6. Fotos Camaras Trampa,03020126.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:35,0,Jabalí,23:9|21,
6. Fotos Camaras Trampa,03020127.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:55,0,Jabalí,23:10|21,
6. Fotos Camaras Trampa,03020128.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:56,0,Jabalí,23:11|21,
6. Fotos Camaras Trampa,03020129.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:03:57,2,Jabalí,23:12|21,
6. Fotos Camaras Trampa,03020130.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:30,0,Jabalí,23:13|21,
6. Fotos Camaras Trampa,03020131.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:31,0,Jabalí,23:14|21,
6. Fotos Camaras Trampa,03020132.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:32,0,Jabalí,23:15|21,
6. Fotos Camaras Trampa,03020133.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:43,0,Jabalí,23:16|21,
6. Fotos Camaras Trampa,03020134.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:05:44,0,Jabalí,23:17|21,
6. Fotos Camaras Trampa,03020136.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:14:55,0,Jabalí,23:19|21,
6. Fotos Camaras Trampa,03020137.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:14:56,0,Jabalí,23:20|21,
6. Fotos Camaras Trampa,03020138.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-02 08:14:57,0,Jabalí,23:21|21,
6. Fotos Camaras Trampa,03030139.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-03 02:07:56,0,Perro,24:1|6,
6. Fotos Camaras Trampa,03030140.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-03 02:07:57,0,Persona,24:2|6,
6. Fotos Camaras Trampa,03030142.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-03 02:08:15,0,Perro,24:4|6,
6. Fotos Camaras Trampa,03110151.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\03\100EK113 ok, 2017-03-11 16:21:06,0,Zorro,27:1|3,
6. Fotos Camaras Trampa,02220085.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-22 23:24:35,0,Zorro,52:1|6,
6. Fotos Camaras Trampa,02220086.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-22 23:24:36,0,Zorro,52:2|6,
6. Fotos Camaras Trampa,02220087.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-22 23:24:37,0,Zorro,52:3|6,
6. Fotos Camaras Trampa,02220088.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-22 23:24:41,0,Zorro,52:4|6,
6. Fotos Camaras Trampa,02220089.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-22 23:24:42,0,Zorro,52:5|6,
6. Fotos Camaras Trampa,02220090.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-22 23:24:43,0,Zorro,52:6|6,
6. Fotos Camaras Trampa,02230907.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\102EK113, 2021-02-23 00:48:33,0,Chingue,53:1|3,
6. Fotos Camaras Trampa,02230908.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\102EK113, 2021-02-23 00:48:34,0,Chingue,53:2|3,
6. Fotos Camaras Trampa,02230909.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\102EK113, 2021-02-23 00:48:35,0,Chingue,53:3|3,
6. Fotos Camaras Trampa,02230143.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-23 06:21:44,0,Conejo,54:1286|1551,
6. Fotos Camaras Trampa,02230430.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-23 21:18:00,0,Conejo,55:1951|1953,
6. Fotos Camaras Trampa,02240433.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\101EK113, 2021-02-24 01:27:16,0,Zorro,57:1|3,
6. Fotos Camaras Trampa,02250053.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\107EK113, 2021-02-25 20:51:54,0,Hued Hued,62:1942|1959,
6. Fotos Camaras Trampa,02250054.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\107EK113, 2021-02-25 20:51:55,0,Hued Hued,62:1943|1959,
6. Fotos Camaras Trampa,02250055.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\107EK113, 2021-02-25 20:51:56,0,Hued Hued,62:1944|1959,
6. Fotos Camaras Trampa,02260212.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-26 07:00:09,0,Conejo,63:1358|1551,
6. Fotos Camaras Trampa,02260213.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-26 07:00:09,0,Conejo,63:1359|1551,
6. Fotos Camaras Trampa,02260931.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\107EK113, 2021-02-26 22:13:25,0,Chingue,65:1|6,
6. Fotos Camaras Trampa,02260932.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\107EK113, 2021-02-26 22:13:26,1,Chingue,65:2|6,
6. Fotos Camaras Trampa,02260933.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\107EK113, 2021-02-26 22:13:27,0,Chingue,65:3|6,
6. Fotos Camaras Trampa,02270568.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-27 06:57:01,0,Conejo,66:1192|1395,
6. Fotos Camaras Trampa,02270569.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-27 06:57:02,0,Conejo,66:1193|1395,
6. Fotos Camaras Trampa,02270570.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-27 06:57:02,0,Conejo,66:1194|1395,
6. Fotos Camaras Trampa,02270572.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-27 06:57:09,0,Conejo,66:1196|1395,
6. Fotos Camaras Trampa,02270573.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-27 06:57:10,0,Conejo,66:1197|1395,
6. Fotos Camaras Trampa,10070545.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\06\DCIM\102EK113, 2021-02-27 14:23:03,0,Zorro,67:731|1524,
6. Fotos Camaras Trampa,10070546.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\06\DCIM\102EK113, 2021-02-27 14:23:04,0,Zorro,67:732|1524,
6. Fotos Camaras Trampa,02270985.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\05\101EK113, 2021-02-27 14:33:09,0,Zorro,67:776|1524,
6. Fotos Camaras Trampa,02270986.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\05\101EK113, 2021-02-27 14:33:10,0,Zorro,67:777|1524,
6. Fotos Camaras Trampa,02270655.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-27 15:08:08,0,Zorro,67:937|1524,
6. Fotos Camaras Trampa,02270657.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 4. Araucaria ok\07 ok\102EK113, 2021-02-27 15:08:10,0,Zorro,67:939|1524,
6. Fotos Camaras Trampa,02270193.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estacion 2. RoRaCo ok\04\DCIM\109EK113, 2021-02-27 17:23:01,0,Caballo,67:1207|1524,
6. Fotos Camaras Trampa,02280216.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\05\102EK113, 2021-02-28 07:39:50,0,Chucao,69:871|996,
6. Fotos Camaras Trampa,03020822.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\05\102EK113, 2021-03-02 13:37:42,0,Zorro,75:79|474,
6. Fotos Camaras Trampa,03020823.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\05\102EK113, 2021-03-02 13:37:43,0,Zorro,75:80|474,
6. Fotos Camaras Trampa,10100556.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\06\DCIM\103EK113, 2021-03-02 13:40:14,0,Zorro,75:82|474,
6. Fotos Camaras Trampa,10100557.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\06\DCIM\103EK113, 2021-03-02 13:40:15,0,Zorro,75:83|474,
6. Fotos Camaras Trampa,10100558.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 3. CoRaTe ok\06\DCIM\103EK113, 2021-03-02 13:40:16,0,Zorro,75:84|474,
6. Fotos Camaras Trampa,03070655.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\110EK113, 2021-03-07 06:26:23,0,Zorro,86:154|222,
6. Fotos Camaras Trampa,03070656.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\110EK113, 2021-03-07 06:26:24,0,Zorro,86:155|222,
6. Fotos Camaras Trampa,03190385.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-19 00:14:32,0,Zorro,184:1|3,
6. Fotos Camaras Trampa,03190386.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-19 00:14:34,0,Zorro,184:2|3,
6. Fotos Camaras Trampa,03190387.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-19 00:14:35,0,Zorro,184:3|3,
6. Fotos Camaras Trampa,03210475.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-21 01:54:14,0,Zorro,204:1|9,
6. Fotos Camaras Trampa,03270808.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-27 18:48:14,0,Hued Hued,260:1|3,
6. Fotos Camaras Trampa,03270809.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-27 18:48:15,0,Hued Hued,260:2|3,
6. Fotos Camaras Trampa,03270810.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-27 18:48:16,0,Hued Hued,260:3|3,
6. Fotos Camaras Trampa,03310907.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-31 00:59:08,0,Zorro,286:1|3,
6. Fotos Camaras Trampa,03310908.JPG,1. Proyecto Fauna FMA (Feb-May 2021)\Estación 1. Camping ok\01\DCIM\111EK113, 2021-03-31 00:59:10,0,Zorro,286:2|3,
6. Fotos Camaras Trampa,12040022.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A5\100EK113, 2021-12-04 20:57:32,0,Hued Hued,313:1|3,
6. Fotos Camaras Trampa,12050019.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113, 2021-12-05 06:20:47,0,Hued Hued,314:1|9,
6. Fotos Camaras Trampa,12050022.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113, 2021-12-05 06:21:04,0,Hued Hued,314:4|9,
6. Fotos Camaras Trampa,12050023.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113, 2021-12-05 06:21:05,0,Hued Hued,314:5|9,
6. Fotos Camaras Trampa,12050024.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113, 2021-12-05 06:21:05,0,Hued Hued,314:6|9,
6. Fotos Camaras Trampa,12050027.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E3. Bosque CoRaTe ok\A6\100EK113, 2021-12-05 06:29:25,0,Hued Hued,314:9|9,
6. Fotos Camaras Trampa,12050010.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E4. Bosque Araucaria OK\A8 ok\100EK113, 2021-12-05 13:11:43,0,Zorro,318:406|627,
6. Fotos Camaras Trampa,12050011.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E4. Bosque Araucaria OK\A8 ok\100EK113, 2021-12-05 13:11:44,0,Zorro,318:407|627,
6. Fotos Camaras Trampa,12050012.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E4. Bosque Araucaria OK\A8 ok\100EK113, 2021-12-05 13:11:45,0,Zorro,318:408|627,
6. Fotos Camaras Trampa,12050091.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E6. Santuario Anfibios OK\A11 OK\100EK113, 2021-12-05 15:16:51,0,Zorro,318:616|627,
6. Fotos Camaras Trampa,12050027.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E6. Santuario Anfibios OK\A12 OK\100EK113, 2021-12-05 16:40:32,0,Persona,319:63|117,
6. Fotos Camaras Trampa,12050028.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E6. Santuario Anfibios OK\A12 OK\100EK113, 2021-12-05 16:40:33,0,Persona,319:65|117,
6. Fotos Camaras Trampa,12050029.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E6. Santuario Anfibios OK\A12 OK\100EK113, 2021-12-05 16:40:34,0,Persona,319:66|117,
6. Fotos Camaras Trampa,12050030.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E6. Santuario Anfibios OK\A12 OK\100EK113, 2021-12-05 16:40:42,0,Persona,319:67|117,
6. Fotos Camaras Trampa,12050031.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E6. Santuario Anfibios OK\A12 OK\100EK113, 2021-12-05 16:40:43,0,Persona,319:68|117,
6. Fotos Camaras Trampa,12050013.JPG,4. Proyecto Fauna FMA (Dic 2021-Mar 2022)\Campaña Primavera-Verano 2021-2022\E4. Bosque Araucaria OK\A8 ok\100EK113, 2021-12-05 17:08:29,3,Perro,319:97|117,
